TransactionID,IpAddress,PhoneNo,DeviceID
4ce5d1ce-f1f6-43e6-8dcc-3d0bd0029dff,176.109.32.110,(570)996-6307x16404,9269844232275
4ed875c3-a150-4e0e-bd04-d716274fac18,131.55.78.212,+1-541-839-2709x0641,9363817378056
3cda5324-3808-4bb0-9c44-82b2df070b0e,43.54.233.85,(077)830-0859,0813623189450
0797dbee-0c40-45d8-84b8-82b73c80cd0b,85.51.138.31,(542)690-7596x209,6065033834059
0bb03a68-846c-45ce-846e-9a604be5e947,4.118.1.68,(028)654-2509,5453946947414
d9ee5116-e066-4a50-a94a-69e4abc8aa5c,45.69.179.216,001-856-004-7645x88878,4790077931299
64830542-89be-4085-973d-976da9d94751,85.133.164.210,965-564-1170,1684843577251
6d042b51-bd10-4c5e-ad0c-9ae8e8fe4b65,204.42.145.166,418.232.8842x27352,8858519597728
63321036-4af4-4ab6-8fd1-ba8879c97a24,81.135.23.160,001-720-846-1171x265,5483026894369
7359052b-c36c-44ee-b974-35478297b554,15.210.106.35,009.625.8318x301,9364876076522
c0275494-3ff0-42da-8294-1ff4fb927d92,64.190.255.185,001-583-407-7440,1097241254833
57333987-ef21-4bd5-8f79-7f23adc01124,84.173.94.54,463-711-8016x49722,7931734821462
7451cb3c-15b1-47d6-8dc9-d52e7a1023d7,160.68.30.171,(947)291-0253x538,8667064350324
671cca37-a3aa-456d-8c7b-fd92b4a7408d,222.30.16.87,695-522-2349,7078024647589
41aaafd6-28c8-4d38-a76c-a398f5b5d2b7,174.35.127.210,(522)669-6255,2083369792694
41344f2d-af93-45a3-a015-c67495367a97,33.102.176.48,001-290-333-2408,9143333737526
62f0c7c8-c9a2-4a2d-a918-58f6ba9578bf,151.190.195.88,6946230778,5360901774978
d47f15cc-5f5a-4651-b88d-e3f5b78ba473,129.77.76.43,(034)241-1778x50253,7933765365198
309a465c-ff78-492f-8f62-1ec1bcb44f7b,110.104.172.240,404-567-8343x2440,5878200070295
a613624c-c204-42f9-9ec1-46e98f147334,60.123.82.116,135.136.2504x512,3770314945960
f3719c57-0c31-415c-a6f7-235b20930e72,174.135.185.170,+1-668-752-6798,6630299600280
2046e149-1346-4990-b270-3c6cabd5d48d,173.53.126.201,3247100136,3466233376614
d08eadd9-edbf-4b66-8a11-0ceffdb488ca,166.124.219.1,001-078-065-9180x815,5550906934326
7b1f8632-448a-43c2-8116-fb9fdb6a846b,47.73.71.163,+1-759-749-8112x91420,8536460825161
c74a1827-a3c4-42fe-abf5-72e6d39e394d,20.105.181.189,022-256-8608,8751801520701
44b3ccd6-2be9-43a9-a8df-43fe40644795,149.216.47.185,(477)757-4290x3262,7341742822753
ad2a110a-75c4-4b2d-8059-8d8675f5da09,209.38.50.61,001-313-366-6915x30918,9788864387554
82d8cd0e-fc08-4648-9237-87c525c2b3d8,72.197.0.137,216.100.3770,5015338329412
a66ed2d9-ca81-465d-ad74-dbec05453497,171.242.122.207,(450)084-0962x70209,8110012290925
41dc3556-8845-4c6a-b6c5-c8e56b4d9058,128.194.199.31,244.285.3974,2485736736578
735c7145-bdc5-4c50-ac11-231d42b27a92,192.167.34.249,140-361-1388,7583331728110
ff263483-74a0-467a-aa8d-e9d121ddfe62,19.51.107.142,+1-029-093-1810x87280,9968492164665
2e02607a-7f9a-4a9b-9d45-849f89bb620e,162.12.113.190,949-093-1996,2576078332660
150abdd4-5103-41d2-af6e-2d22825dd4d9,43.81.110.64,+1-251-050-2119x76250,1691446114297
c7b451b6-d79f-4911-adfe-c156266c7945,185.220.212.107,+1-380-869-4485,7735007102165
b2916d6b-4c65-42cc-8b37-4029052f5da3,28.32.187.149,6061441447,0184711652043
8e995df7-ff2f-4857-bb61-f32ba15fb275,37.128.193.180,972-871-5837x164,9915265935379
290b391b-e6ea-474f-ad72-a12747ed4ebc,9.228.18.170,+1-677-016-0218x2468,9741570402753
b35e63ea-b815-4c2e-80a2-c9c97fc790cc,12.216.48.219,+1-471-972-9605x6472,3413397434333
322a10cf-5147-4ab6-9df3-5386c3d490be,6.233.46.113,001-770-960-4046x94713,2658812438996
de5e2bed-2027-403c-a5be-f6b6626f99a8,216.108.246.222,(962)557-5782,6761854811684
c4235012-9b63-4552-99ad-5a65a17737b8,158.198.63.165,727-775-4277x030,2653411454345
1fce4fe3-ea8e-405c-8160-21bed81e4e80,117.124.125.48,001-086-238-3253,5160521704305
f9ffbd6f-c0b5-4be3-9640-cda85414133a,161.52.86.13,427-592-1157x484,6916547502980
4ad6e203-7366-4710-902a-322733ce4f67,195.28.226.194,+1-159-836-8310,5296951244587
8152ab19-4ac5-45ab-b4b8-6c7ce4d5ecaf,171.120.17.135,493-297-8722x25340,8921604719715
baec6389-07cb-41ef-ac7c-3cf3aedc478c,176.240.113.123,6475190399,1264527001721
5602f255-84c6-431b-8107-4c73058dd04c,128.183.238.177,899.475.8471x922,9125224739350
f0d1e99c-6938-4c5f-863a-7a6389887084,177.201.118.59,+1-062-696-1536x4342,3318486251373
f7877402-ea4d-482e-9d69-ec54f2e29a4b,131.251.67.17,192.932.0631,9302999711950
9ffc5cd2-adaf-4300-a5a7-420bdd224b3c,56.147.85.110,001-996-680-2022x394,7862874651198
4bb09896-b1f3-4c7d-ad51-db2f3f1e9864,56.98.101.54,001-169-732-1512x30510,4795232654582
7217f8b3-b2c3-4396-b8a6-778156c7f7ef,14.199.162.74,+1-601-438-4041,5881368896309
0bdfebbd-76f8-4e27-bed4-b08f841ec8da,33.147.212.72,001-263-647-0296,4280629621486
b8966834-8fce-460c-a9a6-2ca5cd5455c8,216.187.242.251,4282035933,0235102232216
5cbfd85b-eb0f-4744-8f4a-c2a449db1492,130.205.215.54,001-164-847-8487x7507,6667419393858
ce917099-adc0-43dd-9e5b-990d11e25c03,27.111.231.160,(746)061-2115,7307951888395
38fa5cb5-6d90-42e8-997d-9c5fe51b1512,148.250.44.8,732-052-9932,6879050413876
657a0c75-5e49-4d3d-b528-cb264cbb9c85,149.27.21.190,(537)281-7517,2180209727322
cf6868f0-2b2d-4e1d-9e81-ea1f466ac94b,59.241.166.38,(152)745-4579x89484,4848464357328
030932c6-4585-4596-9e5f-a6f1d8a3d25a,184.146.150.9,+1-149-593-6188x928,9415710765040
bf9e2fe1-c8b1-404f-bc1e-fd1a068aaf94,14.70.52.188,(324)371-2473,8991476258830
7482ead5-7889-4c94-a96a-03d79f3961c3,28.49.146.49,182.466.6926x7000,3221370550660
15365322-4d31-49db-9927-83a4050c2672,106.254.24.139,(865)104-8829x137,0345350182229
ade1fff8-c475-4f37-9834-0d37ec9a906b,17.200.22.79,+1-532-256-8437x15768,6327069878606
43ee7f10-a183-47c0-9823-c625ef8308ae,44.46.201.95,(395)689-2003x134,1267512985397
ff33322b-1477-4146-86c2-560a32fa0af9,182.100.19.173,059.984.6808,4918314241711
4782a2b9-e776-410b-96ce-0824a7e3dd66,15.144.156.232,001-475-464-6950x836,7807867740052
4ac1f407-a875-47a2-b054-615767f86137,2.182.33.169,1774988394,6721512297177
71bb3730-d61e-4c37-82e9-3530ff1e5cd0,54.55.178.117,521-309-6821x575,6928237600095
347c6c42-5c0c-4f7a-9337-c6f552d753b0,96.143.241.44,(048)434-0248,7385758551713
cf1b23ca-ffb7-4934-89f9-16369e159f24,161.85.120.183,4601388607,8680757840588
0033536c-8e47-412e-a408-4dee3019c5a6,40.152.23.250,+1-413-920-2561x0004,8056055484713
d4294377-73a5-4dd8-b5c2-fa2110736eb4,126.192.32.252,(252)922-8256x99994,6588762761455
db69fbc8-224a-40f9-a543-9ac805adb42a,215.72.52.183,314-717-4771,9614368903523
923fe8aa-c9c3-4d71-8050-38db087f4ad6,160.53.170.249,+1-456-196-6935x54957,8434205180895
0c3bb788-b094-4649-87a3-81f7c6b642d3,201.63.156.25,2193270598,2152304078747
82632860-9ac6-4039-9b86-77f203a240db,201.4.8.244,559.049.5724,7294909751221
6e47c6a8-59f8-49ff-af30-31b5d228403c,184.231.176.196,(445)125-1706x345,4894718568359
8c93bcb9-7600-4545-8cb6-5b16f67031f1,27.121.186.223,(649)077-5882x695,9243132408601
190f8248-32be-45c6-8004-e9287828a975,97.121.35.4,343.267.9289x696,4253789775603
2c4358d2-ebb4-46ca-9309-4cfeef4d956b,87.167.113.83,+1-010-899-9182x90165,7458137285855
81e4d5dd-dfe5-413c-b895-5cfbb10aa05d,125.235.250.87,123-218-5285x80240,7158244366060
85dde397-f079-4c29-a14e-b27ec40476f4,11.42.97.222,338.691.5274,2584015644255
9932eb04-9f96-4897-8b23-2fd16d1e4777,12.51.133.145,640-850-0450,2946790455115
7ae1c8ac-b219-449c-8037-dce269bd7499,83.7.227.77,066.863.5247x83915,2103316250358
7b4e8d0d-34a9-431c-bf3a-6e05472afd35,100.53.155.41,484.497.0714x90126,9856607692242
791c6e09-e5ab-445f-881e-d7f1c54cf5b5,207.249.241.108,001-370-815-4254,3708051672611
6d03ac3c-00ce-4eaa-9100-8be46f964865,54.95.243.122,(320)139-6397x657,8114576502741
71238f72-57a0-497c-8869-beb3d152bd03,99.77.169.68,958-589-4083x60171,6644540567780
16166477-27e1-4558-a9db-7bef38631ab4,5.121.199.125,001-255-484-7376x7451,6477156763256
328a614c-4014-4afb-a545-5709b34723fc,200.215.213.32,2957655232,7097118554582
c1457871-b1b5-4289-88d4-f1e93d3f6633,152.35.232.35,701.244.8169x40212,5644014095211
3ecf6175-b633-4d68-a6d4-8c49cd569276,2.2.70.113,171.936.4562x0911,1663629499760
95be6965-5e5e-4b1f-ac4c-2fd5478448f8,207.137.56.14,690.042.9511x923,0070035632965
8d71a1a2-db5f-4208-939a-2b4d6b2ce6a9,154.36.253.33,(532)719-7205,7394147747075
fb356b53-001a-4988-870f-5d1d23e76fcc,150.86.66.38,937-382-2240x8029,0681061648455
abbdf3a4-0b56-4562-a21c-4e691de9c396,17.95.97.29,5677279730,4924550932745
7f0cdbff-1150-4fca-8b52-d5b5cd3ff3dc,24.246.180.216,(559)027-1039,3903379068515
150ca5b7-6891-4448-aad5-51f53c7beada,142.127.67.179,365-493-8580x7080,9194284637848
21519fd3-c373-499e-adad-2027ff3a082f,83.226.233.123,+1-598-709-3027x188,5992981538404
f85b324b-e526-43d9-8fb3-07ace7f952b4,56.17.135.251,480-860-9660,1694342891953
c8dc4f02-c499-461a-9b12-073703a8bab7,26.6.113.212,001-622-555-9596,9957635660715
e551ab58-1385-4cee-b36d-76d9c5731a0a,102.144.236.247,7975941398,3001063180051
53144242-cd6e-4d3d-a8c6-686c46eb82f7,217.155.129.188,+1-737-256-6694,0300616805572
d8c0561f-007e-4293-941a-aa705643b0ef,136.19.66.189,411-282-7688x784,4017645150329
4c82890a-6c91-4f69-8603-6cd36c84e308,50.20.13.231,(681)551-6678x3561,8259435246540
0c0a1eea-b4f4-4120-bcfc-b81163e74fb7,22.58.248.22,001-220-733-0156,7726989655462
5892233b-4662-43a8-87e9-2c1325618209,136.32.123.243,866-520-4703x010,9920203067421
92474b3b-550c-4002-828c-27f716d92280,33.164.42.43,945.472.5301,6276738266349
005e93c5-c4bf-4750-b429-dfc318f93912,156.163.215.41,(685)208-0816x798,7560830339493
7c8ca972-c5c3-4a19-8959-af24fc8e5101,114.159.224.248,(403)290-4157x8797,2883479592413
a8b02c34-f750-43e7-a1ce-1f14dc87a6cc,22.149.117.48,548-070-4956x666,8302282909663
1e9e72f2-adfe-4cfc-b7c6-c12d977eb1b0,98.34.36.37,001-279-948-5001x9032,2580236611861
c6fca1cf-cef8-42a4-a386-c1847937f881,108.164.112.234,0273595596,3656219626283
0aacaa21-2d00-457f-b555-a7198ddd856d,209.86.97.104,451.300.2174x63953,1884357854677
79cc630b-3369-4e4f-bfc5-bbde26067f16,167.197.29.35,+1-532-058-8459,7707011941249
94dd302e-b735-48f2-afa1-50df6a417647,42.240.118.227,+1-953-020-6379,5318230127698
c89199f0-94f7-4ab6-864d-b16a446b3631,34.9.38.55,(428)230-4909,4128325195679
db8ef5ec-2af1-456b-b21a-125f1d12fdb9,162.65.48.89,001-894-188-6905x2828,2732292881014
29939fcb-fcdd-4da2-b6de-f3c2d03dcbec,177.8.58.96,560-402-3018x52717,6883562248913
b107a861-cbd6-470a-88cb-ca18fb68eabd,97.217.160.59,598-396-8639,8295490306693
1c7f0798-292b-410d-a4c7-b28c9aeb96b6,52.217.195.111,855.229.3129,6524050525535
c477f980-e866-499b-9142-b53aa33a6fa2,103.61.156.114,345.950.1666,8632394964656
0d2d36cf-bfbf-4e43-9ac3-f09bbf256fe7,107.100.242.133,557.597.5465x8825,9296338215481
f809c9d5-39f7-4917-9042-0bcb6089a00b,99.122.208.3,395-305-6623,8493416746411
7dc8aee7-d3fc-4fd0-b3fc-fc954071f4a5,34.219.233.187,656-363-4365,1655360898400
e6bcbee4-00e4-4a00-8def-544dad61f607,193.84.169.190,001-086-351-2419x9760,8129515807465
00157147-ddbf-4b8c-ba28-162c68b85eaf,116.78.29.103,+1-436-993-4976x490,3324154030875
20434aa5-9f1d-4ba7-9c4d-36fc5decbd6e,26.159.170.187,+1-281-353-2440x127,0380290302481
4f3a37e9-1f29-497c-a8e1-4b074701d7a9,100.241.33.50,9966178598,8825237379501
10053e56-76cf-47b2-adae-f1c9c0d58b2f,165.20.122.132,944-493-7853,0981703628347
7aab82ac-af91-4746-8280-5542973fec68,106.236.16.24,+1-806-286-8890x819,2624681842166
0b55c272-3acb-41ba-ae04-a21889d6d241,185.226.99.75,475-457-2741,7859212130116
1016d84b-7354-4612-bc72-05ed3bbcafc4,121.165.103.67,640-604-0851,4690347434566
b8678d5e-927e-4b50-84be-4f657655edfa,55.59.184.211,001-133-010-8998x797,8538007843010
881aca29-ee60-483b-bfea-22f0c313d906,136.121.15.106,001-355-909-4911,9646899714767
199492b7-8772-493d-ae51-99d934ef3579,19.2.215.39,(034)167-4310x3592,7144238522833
b4646d2d-c591-4204-998e-c0411bb06c1d,187.165.156.237,409.812.1616x0121,3239165513150
d814ce9f-b219-4fc1-8119-e8a9098e286a,23.238.13.237,398.977.7091,1135659806212
70a8dc40-6475-486c-b95a-5b5e25e86a38,21.157.212.53,208-991-0160,1900921263782
05367c6c-d236-49dc-855c-39f89bc0b4dd,56.7.143.61,001-108-430-5602x197,2540898191324
515ae162-2814-45f2-b658-9494b8d9cdac,95.198.122.120,5098734867,5808601413670
b9d370b8-b9a7-4101-83ea-91b7289d7750,222.29.121.39,001-616-746-2208x06740,4150277238835
a96de136-8886-4606-bccc-ed2ef9dbfced,184.241.11.77,001-708-390-6720x94359,9666953042205
fe5c6401-aa9d-407e-bb96-edffca1fa0db,26.94.167.115,(561)558-8914x619,2368378122842
056f7121-2431-409e-82f9-1a2f89ae195d,30.191.63.37,164-010-4492,3211856378117
a4048e5d-38ef-45e2-abca-c049ae576b7f,81.127.67.212,001-704-079-3168x9867,4138188539252
dcbe4743-8da5-43e2-900d-79099934ea62,188.253.82.165,4929994054,5071099331270
acec467e-4e72-4b33-9fe6-3f51996efd77,44.218.109.155,622-129-7208x7108,0659963241819
d18101e4-e100-4654-9f7d-b1b26313ede9,79.144.19.242,174.601.9871x517,1367525001663
6e489d60-e0c4-4899-815e-c1c4fcf1c54c,165.134.30.198,(738)706-0444,8994433556830
a4949dd3-770b-4585-b069-381107181660,205.144.188.166,543.250.3333x78095,4705839830425
f212cf47-49f8-41d0-9fb5-7c3653f2d10e,19.244.93.114,(581)778-1740,3932103886969
1f56eb0a-e88d-4d4a-af89-df9c92c866e7,93.133.204.113,058.149.0046x50284,4344934647602
81f55a8c-9fe3-406d-a619-ae9e524ec8a9,46.8.73.119,001-317-904-5617x8828,9795466084420
865df50a-4be6-40a4-91c9-411b5b58e2bd,173.82.207.173,239-658-1569x40626,0644184627542
f021ce8d-c580-4deb-8272-f1d20aaa38ce,165.245.124.218,+1-966-015-1977,9883127253283
100b81ba-d7ab-4ab2-b307-b41357d7ec27,148.59.13.150,435.872.5928,8656628351601
5261a990-b035-491f-ba8b-904a36f6e730,148.28.55.108,103.277.2646x072,1446894319961
28d4b784-903f-4fbd-b5b5-c0d197ce0126,23.126.22.179,274.396.7861x6041,8849584868148
d1051776-c54f-475b-9f45-49cb31b489d6,204.188.82.227,105-803-5991,1497908132725
d04ff52e-c1d0-49ac-a435-c573c642828f,195.200.7.105,6699081775,0764952518117
da8b1783-9587-49c6-abc3-6f1acafaef06,12.220.133.93,347.356.3695x972,0431821503664
15a37589-41dc-432c-a8fb-57c0ce4e4374,4.37.3.28,001-502-630-9030,3244629055525
42566b63-3fc2-4dc9-b361-a91c99146b73,10.249.127.42,456.584.7390x020,0822138842928
58bc7b83-49dd-46c6-8484-f1a542371565,15.140.27.26,(847)466-7565x43542,8253125103434
ecd396c5-d95f-4f09-a0cf-889f1513ad40,207.220.170.66,001-541-292-2611x93659,3788783241020
f542941f-cb8e-4ac4-9821-52ab43cf44e4,23.100.232.7,+1-617-971-6250,8612101972898
e02d3d88-295e-4fa6-ad78-9250c7ba4f5c,146.253.177.215,001-815-323-6254,6747517939243
53d5a398-9bca-413d-9e1a-f3d7b4bc6ca1,193.161.50.57,(801)119-9744x6615,7512166228856
f3e1d8dd-2108-403d-933a-f546065a6a2a,183.110.215.66,(630)960-0384x7025,4932734739288
ec1bd1e7-5350-4274-9be7-30ab13038b92,42.104.84.75,7848216925,6716201933382
a69ab0ff-5a4c-4c91-b3f2-b9d37e10e1f4,165.117.15.222,9853388941,2691826289812
60cdae9d-e729-402b-9355-3f91672789ea,202.114.230.125,764-298-4954,8250436567304
cbdc7286-9a69-4761-b6fa-bb9418c53583,66.221.153.109,+1-656-143-1299x8731,4158349284592
c915ae31-50c3-4be8-8a8b-15945391cb56,157.222.175.54,0090780247,0679762296733
a187d4f8-26b6-4c49-ad60-e4053ea3a7ad,113.228.8.39,475-072-9063,6346214177011
70a5f1ea-a89c-4263-846c-1a7a2dc0f50a,63.155.78.160,920-381-4542,7727985296475
6e437428-fd3f-44ad-9be9-78ec97ae199b,149.248.31.88,+1-858-912-2193,7800945499088
7085bd06-3e0c-4916-8908-655c30d31802,135.165.202.44,+1-869-467-3736x42096,1232915381445
0c701a3c-aef4-415c-9a37-6f12ba315bf2,182.87.255.2,363-548-8835,6504853993329
c9463066-b00b-46c3-9eb3-604ddd05aa09,67.230.108.2,4359079885,2082150699258
1d98c98e-6b56-43f5-975d-e0c4b3391171,132.12.67.189,559.043.8761,1157935230465
c76e9f8a-3950-4720-b318-da5af0be4150,144.63.42.34,160.688.4030x509,2841380605396
74c44b63-bb0f-4644-b225-ba0f6b187cd8,183.251.136.234,001-104-547-4820x3390,2908868517278
99a310e8-06fd-4b5e-8398-82391c3466aa,80.137.242.67,332.755.3575x854,9787050277408
d9d34346-6732-4f68-8847-5670cfa62462,177.8.58.96,560-402-3018x52717,6883562248913
102149b1-f69a-4bd0-947a-501a0f1b652b,35.36.132.209,824.321.5750x782,9414378835454
7a2d10e8-a51a-441f-a78a-52a06aa4b151,33.148.216.174,(717)473-5709x9106,8086880079226
250848f6-a2c1-4f5c-a4cd-fed8449290d9,76.121.203.95,409.195.3436,9681098712354
928a4567-8e22-41aa-8729-7d6f9b5ff09a,84.166.43.95,495.171.3218x0087,6952118889091
aad617c2-9025-4fff-9f2a-78bf3733c534,12.8.62.87,+1-886-421-4053x32579,9632996219873
d890de3f-2f0c-4a72-930d-8ca1b71cd334,139.220.133.86,6442614337,8764416654480
702b44df-2cfc-4f4c-877c-47989a1f1e69,22.223.218.148,(164)909-2498x08137,0454703798212
5217c084-7ae8-44e4-9446-65660473ebfd,100.8.219.233,166-809-6456x71578,7301586682799
1a034668-ca8d-4c24-aef9-7a4fee2cfe50,11.160.238.93,(139)158-2619x54978,0088244941902
e6efded9-9d16-48f8-84b0-d0b44313d0ee,66.42.32.133,245-998-5559x4677,9819393589049
b39ce223-3039-4dc4-9fa1-d44c819cb5e6,103.156.210.140,038.145.3547,8504417765212
a6829638-53c2-42ef-a827-912322b48d56,19.102.104.152,(063)283-8764,1746927464211
56b1f434-cf67-462c-b50c-b3e4369abfc9,28.151.233.188,001-620-831-9111,7231925352640
797bf400-031d-4dc3-b78b-2cd0cb946d91,202.185.89.177,001-542-962-0542,4429522627437
fb29e450-b8e2-433f-beb0-ba5fdf18653f,187.36.229.96,(351)186-4987,4345178600463
f99e95aa-af7d-42c5-82a5-d85ba3792695,131.8.172.20,+1-154-230-5636x45511,7749004447749
48886054-dc87-45b3-a2a6-cd97ac44b2ff,32.139.224.98,9736932722,8928748257390
4a80ac17-cf16-42ae-99c0-edac4948a130,191.171.29.112,001-246-085-3553x22708,8384698769515
a6a5e687-d801-4866-b7d6-6e205fe2b565,218.133.38.57,294-425-0257,1014696830303
9c56a33f-6901-4988-86ee-1b77a8c44e05,1.18.236.29,(405)208-8793x162,8886658677042
a85002d9-d564-4929-9bad-4b1047f3ed56,20.134.54.25,(598)604-0587x884,5390332832859
683df5bd-4a15-4bc1-bbe5-2c2b667cc750,134.153.231.231,217.480.3551x941,5474547795384
bcfb7112-4025-4e36-9d57-17cb43d55da7,64.105.176.118,550-833-4766x80006,1922982626864
311aff2f-735a-48a9-ad50-1e1e70659ca1,32.116.112.194,1659575535,3522141330408
549b0421-7787-4448-bcd5-e15a8b6ffec0,67.201.51.137,(353)591-4885,4791371169376
408ef7ed-dd33-4256-bb57-d1d57dfab489,68.56.161.116,815-259-5810x2594,7620306599974
888ea021-f184-4591-800a-dfc601a84ef2,136.227.112.176,+1-526-758-5475x877,7076028973105
6fabcb91-b295-4c81-bc25-8c67f941b65c,217.116.152.21,947.892.5136x11191,6989560927798
d8ee3e28-bed9-464b-a292-b57c335cf202,210.25.165.93,168-438-6268,8984834696451
77c662e4-6004-4b1f-b213-0e32eb13f58e,142.85.80.80,001-020-425-7510,7793530119846
154bce15-a58a-4600-9e11-3f21615d3d2b,35.134.202.9,(272)725-5296x366,2513134296650
48bb4ba2-caa9-44d4-8324-c8562c9008ce,4.158.119.183,(303)486-1968x9011,8313609837381
c5749a00-5b2b-497d-92b9-1ceb4897c5f1,97.55.216.244,001-958-250-0178x6244,5478978083426
b31fe4e3-c132-47e1-87ec-3ae2bdeb4dac,5.218.186.64,321.237.3218x715,3010042172630
16ab217a-2bb7-4029-9fc7-d0aa12e352e7,48.155.132.182,+1-183-772-6399,4789872868069
044931f8-1c9b-4455-bfe1-c6ba767f6b44,42.234.134.211,099.611.8500x1106,9517242509155
c7f068fb-a8e3-457d-a115-7256b1c5afe2,54.95.62.173,001-742-268-6556x593,8228123465881
d3d94312-4b39-44c8-a85a-8c274cfc4521,113.146.137.240,(626)543-2483,2800654735291
2db226cf-fdd6-4325-b2ef-5816d51b25a8,143.172.65.181,(316)771-7213,4193353740416
a467403a-e6d8-462a-aab2-f4a10f7e07cb,145.205.50.51,(212)231-2862x60274,8449163729964
db11a553-e788-4d0f-b49d-e1f32f2926e8,69.188.235.117,+1-971-653-8768,9932829712288
7c6cc1bd-b653-4d01-9f0f-7df140a20148,61.123.183.125,385-470-3607x17222,4440423967925
45bd9392-d683-46ae-9e82-35d98091a43a,115.154.61.244,619.197.2325x40490,1452873374602
21b80195-cd60-4e44-be12-c737bcb8bb3f,151.3.116.71,034-101-9060x73943,9997200872093
de8a9f9d-94ab-4565-8564-0e2318acedf2,10.98.222.162,001-421-918-6177x294,9143874474150
b09b55c7-6e42-4f86-aa74-ac2032948919,212.98.207.189,(372)119-1046,0025667695792
ce4bdc97-d1b2-4a98-9424-75c9e9deae3c,28.211.18.57,611-628-1802,5691159840910
c24810ac-40e8-49e0-8d7e-b71bfe6f0d59,55.142.33.225,421-813-8163x0682,3769533215471
02b4ce77-8818-4f52-8205-3e9f20a0acbb,74.25.69.205,+1-542-652-5905,3858176464924
fb40a837-c96d-41e8-a08b-eb97ad16d579,91.91.42.229,443-234-1667x6073,1208593059167
2328f517-bcd9-4729-a6ac-07dabebd245f,221.69.218.220,8390894711,1826345172873
750da16a-cf42-47ed-9f30-563e40a240b0,172.58.225.70,001-030-892-4913x937,7925285651064
15d6ee64-9fd7-4927-a2f3-f21cfccaeff2,188.72.204.195,908-548-5597x45602,6456923667722
90e4cb5a-65f8-4441-9c91-b264e1841452,103.13.95.102,(034)351-2122x020,5860431983113
a141bbc8-37c4-4d15-aa97-2535733432b3,102.59.102.219,(764)679-4794x017,1719138739823
acf3e31c-f60b-4b93-a096-e6ff682cb8d3,9.225.63.64,1442069872,7998297148969
0cfa840d-8979-4d67-bc66-20ae1d49314f,138.126.46.33,089.470.3848x13785,9522227010874
40a51044-a7a2-4aae-83f9-6ddeb0275740,8.136.240.150,001-943-964-3408,7107707251224
715cc68a-b299-4d5b-82a7-4abf23d8e450,143.61.153.239,9838633290,4421612462347
